occurrence_ordinal	frame	after_source_ordinal	cpu	pc	opcode	start_master_cycle	next_pc	delta_to_next_start	flow	branch_outcome	roles	source
527	872	18	1	0xE55	0xC6	237690	0xE57	105	linear	n/a	source_path	s2.sounddriver.asm:343-389,947-1012,2088-2138,2837-2860,3271-3432
528	872	18	1	0xE57	0x10	237795	0xE52	195	branch	taken	source_path	s2.sounddriver.asm:343-389,947-1012,2088-2138,2837-2860,3271-3432
529	872	18	1	0xE52	0x4E	237990	0xE53	150	linear	n/a	source_path,bank_wait_3t	s2.sounddriver.asm:343-389,947-1012,2088-2138,2837-2860,3271-3432
530	872	18	1	0xE53	0x23	238140	0xE54	90	linear	n/a	source_path	s2.sounddriver.asm:343-389,947-1012,2088-2138,2837-2860,3271-3432
531	872	18	1	0xE54	0xD7	238230	0x10	165	call	target=0x10	source_path,call_return	s2.sounddriver.asm:343-389,947-1012,2088-2138,2837-2860,3271-3432
532	872	18	1	0x10	0xDD	238395	0x14	300	linear	n/a	source_path,busy_poll	s2.sounddriver.asm:343-389,947-1012,2088-2138,2837-2860,3271-3432
533	872	18	1	0x14	0x28	238695	0x16	105	branch	not_taken	source_path,busy_poll	s2.sounddriver.asm:343-389,947-1012,2088-2138,2837-2860,3271-3432
534	872	18	1	0x16	0x18	238800	0x28	180	branch	target=0x28	source_path,busy_poll	s2.sounddriver.asm:343-389,947-1012,2088-2138,2837-2860,3271-3432
535	872	18	1	0x28	0xF5	238980	0x29	165	linear	n/a	source_path,busy_poll	s2.sounddriver.asm:343-389,947-1012,2088-2138,2837-2860,3271-3432
536	872	18	1	0x29	0xCF	239145	0x8	165	call	target=0x8	source_path,busy_poll,call_return	s2.sounddriver.asm:343-389,947-1012,2088-2138,2837-2860,3271-3432
537	872	18	1	0x8	0x3A	239310	0xB	195	linear	n/a	source_path,busy_poll	s2.sounddriver.asm:343-389,947-1012,2088-2138,2837-2860,3271-3432
538	872	18	1	0xB	0x87	239505	0xC	60	linear	n/a	source_path,busy_poll	s2.sounddriver.asm:343-389,947-1012,2088-2138,2837-2860,3271-3432
539	872	18	1	0xC	0x38	239565	0xE	105	branch	not_taken	source_path,busy_poll	s2.sounddriver.asm:343-389,947-1012,2088-2138,2837-2860,3271-3432
540	872	18	1	0xE	0xC9	239670	0x2A	150	return	target=0x2A	source_path,busy_poll,call_return	s2.sounddriver.asm:343-389,947-1012,2088-2138,2837-2860,3271-3432
541	872	18	1	0x2A	0xF1	239820	0x2B	150	linear	n/a	source_path,busy_poll	s2.sounddriver.asm:343-389,947-1012,2088-2138,2837-2860,3271-3432
542	872	18	1	0x2B	0x32	239970	0x2E	195	linear	n/a	source_path,busy_poll	s2.sounddriver.asm:343-389,947-1012,2088-2138,2837-2860,3271-3432
543	872	18	1	0x2E	0xF5	240165	0x2F	165	linear	n/a	source_path,busy_poll	s2.sounddriver.asm:343-389,947-1012,2088-2138,2837-2860,3271-3432
544	872	18	1	0x2F	0xCF	240330	0x8	165	call	target=0x8	source_path,busy_poll,call_return	s2.sounddriver.asm:343-389,947-1012,2088-2138,2837-2860,3271-3432
545	872	18	1	0x8	0x3A	240495	0xB	195	linear	n/a	source_path,busy_poll	s2.sounddriver.asm:343-389,947-1012,2088-2138,2837-2860,3271-3432
546	872	18	1	0xB	0x87	240690	0xC	60	linear	n/a	source_path,busy_poll	s2.sounddriver.asm:343-389,947-1012,2088-2138,2837-2860,3271-3432
547	872	18	1	0xC	0x38	240750	0xE	105	branch	not_taken	source_path,busy_poll	s2.sounddriver.asm:343-389,947-1012,2088-2138,2837-2860,3271-3432
548	872	18	1	0xE	0xC9	240855	0x30	150	return	target=0x30	source_path,busy_poll,call_return	s2.sounddriver.asm:343-389,947-1012,2088-2138,2837-2860,3271-3432
549	872	18	1	0x30	0x79	241005	0x31	60	linear	n/a	source_path,busy_poll	s2.sounddriver.asm:343-389,947-1012,2088-2138,2837-2860,3271-3432
550	872	18	1	0x31	0x32	241065	0x34	195	linear	n/a	source_path,busy_poll,ym_write	s2.sounddriver.asm:343-389,947-1012,2088-2138,2837-2860,3271-3432
551	872	19	1	0x34	0xF1	241260	0x35	150	linear	n/a	source_path	s2.sounddriver.asm:343-389,947-1012,2088-2138,2837-2860,3271-3432
552	872	19	1	0x35	0xC9	241410	0xE55	150	return	target=0xE55	source_path,call_return	s2.sounddriver.asm:343-389,947-1012,2088-2138,2837-2860,3271-3432
553	872	19	1	0xE55	0xC6	241560	0xE57	105	linear	n/a	source_path	s2.sounddriver.asm:343-389,947-1012,2088-2138,2837-2860,3271-3432
554	872	19	1	0xE57	0x10	241665	0xE52	195	branch	taken	source_path	s2.sounddriver.asm:343-389,947-1012,2088-2138,2837-2860,3271-3432
555	872	19	1	0xE52	0x4E	241860	0xE53	150	linear	n/a	source_path,bank_wait_3t	s2.sounddriver.asm:343-389,947-1012,2088-2138,2837-2860,3271-3432
556	872	19	1	0xE53	0x23	242010	0xE54	90	linear	n/a	source_path	s2.sounddriver.asm:343-389,947-1012,2088-2138,2837-2860,3271-3432
557	872	19	1	0xE54	0xD7	242100	0x10	165	call	target=0x10	source_path,call_return	s2.sounddriver.asm:343-389,947-1012,2088-2138,2837-2860,3271-3432
558	872	19	1	0x10	0xDD	242265	0x14	300	linear	n/a	source_path,busy_poll	s2.sounddriver.asm:343-389,947-1012,2088-2138,2837-2860,3271-3432
559	872	19	1	0x14	0x28	242565	0x16	105	branch	not_taken	source_path,busy_poll	s2.sounddriver.asm:343-389,947-1012,2088-2138,2837-2860,3271-3432
560	872	19	1	0x16	0x18	242670	0x28	180	branch	target=0x28	source_path,busy_poll	s2.sounddriver.asm:343-389,947-1012,2088-2138,2837-2860,3271-3432
561	872	19	1	0x28	0xF5	242850	0x29	165	linear	n/a	source_path,busy_poll	s2.sounddriver.asm:343-389,947-1012,2088-2138,2837-2860,3271-3432
562	872	19	1	0x29	0xCF	243015	0x8	165	call	target=0x8	source_path,busy_poll,call_return	s2.sounddriver.asm:343-389,947-1012,2088-2138,2837-2860,3271-3432
563	872	19	1	0x8	0x3A	243180	0xB	195	linear	n/a	source_path,busy_poll	s2.sounddriver.asm:343-389,947-1012,2088-2138,2837-2860,3271-3432
564	872	19	1	0xB	0x87	243375	0xC	60	linear	n/a	source_path,busy_poll	s2.sounddriver.asm:343-389,947-1012,2088-2138,2837-2860,3271-3432
565	872	19	1	0xC	0x38	243435	0xE	105	branch	not_taken	source_path,busy_poll	s2.sounddriver.asm:343-389,947-1012,2088-2138,2837-2860,3271-3432
566	872	19	1	0xE	0xC9	243540	0x2A	150	return	target=0x2A	source_path,busy_poll,call_return	s2.sounddriver.asm:343-389,947-1012,2088-2138,2837-2860,3271-3432
567	872	19	1	0x2A	0xF1	243690	0x2B	150	linear	n/a	source_path,busy_poll	s2.sounddriver.asm:343-389,947-1012,2088-2138,2837-2860,3271-3432
568	872	19	1	0x2B	0x32	243840	0x2E	195	linear	n/a	source_path,busy_poll	s2.sounddriver.asm:343-389,947-1012,2088-2138,2837-2860,3271-3432
569	872	19	1	0x2E	0xF5	244035	0x2F	165	linear	n/a	source_path,busy_poll	s2.sounddriver.asm:343-389,947-1012,2088-2138,2837-2860,3271-3432
570	872	19	1	0x2F	0xCF	244200	0x8	165	call	target=0x8	source_path,busy_poll,call_return	s2.sounddriver.asm:343-389,947-1012,2088-2138,2837-2860,3271-3432
571	872	19	1	0x8	0x3A	244365	0xB	195	linear	n/a	source_path,busy_poll	s2.sounddriver.asm:343-389,947-1012,2088-2138,2837-2860,3271-3432
572	872	19	1	0xB	0x87	244560	0xC	60	linear	n/a	source_path,busy_poll	s2.sounddriver.asm:343-389,947-1012,2088-2138,2837-2860,3271-3432
573	872	19	1	0xC	0x38	244620	0xE	105	branch	not_taken	source_path,busy_poll	s2.sounddriver.asm:343-389,947-1012,2088-2138,2837-2860,3271-3432
574	872	19	1	0xE	0xC9	244725	0x30	150	return	target=0x30	source_path,busy_poll,call_return	s2.sounddriver.asm:343-389,947-1012,2088-2138,2837-2860,3271-3432
575	872	19	1	0x30	0x79	244875	0x31	60	linear	n/a	source_path,busy_poll	s2.sounddriver.asm:343-389,947-1012,2088-2138,2837-2860,3271-3432
576	872	19	1	0x31	0x32	244935	0x34	195	linear	n/a	source_path,busy_poll,ym_write	s2.sounddriver.asm:343-389,947-1012,2088-2138,2837-2860,3271-3432
577	872	20	1	0x34	0xF1	245130	0x35	150	linear	n/a	source_path	s2.sounddriver.asm:343-389,947-1012,2088-2138,2837-2860,3271-3432
578	872	20	1	0x35	0xC9	245280	0xE55	150	return	target=0xE55	source_path,call_return	s2.sounddriver.asm:343-389,947-1012,2088-2138,2837-2860,3271-3432
579	872	20	1	0xE55	0xC6	245430	0xE57	105	linear	n/a	source_path	s2.sounddriver.asm:343-389,947-1012,2088-2138,2837-2860,3271-3432
580	872	20	1	0xE57	0x10	245535	0xE59	120	branch	not_taken	source_path	s2.sounddriver.asm:343-389,947-1012,2088-2138,2837-2860,3271-3432
581	872	20	1	0xE59	0xC6	245655	0xE5B	105	linear	n/a	source_path	s2.sounddriver.asm:343-389,947-1012,2088-2138,2837-2860,3271-3432
582	872	20	1	0xE5B	0xDD	245760	0xE5E	285	linear	n/a	source_path	s2.sounddriver.asm:343-389,947-1012,2088-2138,2837-2860,3271-3432
583	872	20	1	0xE5E	0xD7	246045	0x10	165	call	target=0x10	source_path,call_return	s2.sounddriver.asm:343-389,947-1012,2088-2138,2837-2860,3271-3432
584	872	20	1	0x10	0xDD	246210	0x14	300	linear	n/a	source_path,busy_poll	s2.sounddriver.asm:343-389,947-1012,2088-2138,2837-2860,3271-3432
585	872	20	1	0x14	0x28	246510	0x16	105	branch	not_taken	source_path,busy_poll	s2.sounddriver.asm:343-389,947-1012,2088-2138,2837-2860,3271-3432
586	872	20	1	0x16	0x18	246615	0x28	180	branch	target=0x28	source_path,busy_poll	s2.sounddriver.asm:343-389,947-1012,2088-2138,2837-2860,3271-3432
587	872	20	1	0x28	0xF5	246795	0x29	165	linear	n/a	source_path,busy_poll	s2.sounddriver.asm:343-389,947-1012,2088-2138,2837-2860,3271-3432
588	872	20	1	0x29	0xCF	246960	0x8	165	call	target=0x8	source_path,busy_poll,call_return	s2.sounddriver.asm:343-389,947-1012,2088-2138,2837-2860,3271-3432
589	872	20	1	0x8	0x3A	247125	0xB	195	linear	n/a	source_path,busy_poll	s2.sounddriver.asm:343-389,947-1012,2088-2138,2837-2860,3271-3432
590	872	20	1	0xB	0x87	247320	0xC	60	linear	n/a	source_path,busy_poll	s2.sounddriver.asm:343-389,947-1012,2088-2138,2837-2860,3271-3432
591	872	20	1	0xC	0x38	247380	0xE	105	branch	not_taken	source_path,busy_poll	s2.sounddriver.asm:343-389,947-1012,2088-2138,2837-2860,3271-3432
592	872	20	1	0xE	0xC9	247485	0x2A	150	return	target=0x2A	source_path,busy_poll,call_return	s2.sounddriver.asm:343-389,947-1012,2088-2138,2837-2860,3271-3432
593	872	20	1	0x2A	0xF1	247635	0x2B	150	linear	n/a	source_path,busy_poll	s2.sounddriver.asm:343-389,947-1012,2088-2138,2837-2860,3271-3432
594	872	20	1	0x2B	0x32	247785	0x2E	195	linear	n/a	source_path,busy_poll	s2.sounddriver.asm:343-389,947-1012,2088-2138,2837-2860,3271-3432
595	872	20	1	0x2E	0xF5	247980	0x2F	165	linear	n/a	source_path,busy_poll	s2.sounddriver.asm:343-389,947-1012,2088-2138,2837-2860,3271-3432
596	872	20	1	0x2F	0xCF	248145	0x8	165	call	target=0x8	source_path,busy_poll,call_return	s2.sounddriver.asm:343-389,947-1012,2088-2138,2837-2860,3271-3432
597	872	20	1	0x8	0x3A	248310	0xB	195	linear	n/a	source_path,busy_poll	s2.sounddriver.asm:343-389,947-1012,2088-2138,2837-2860,3271-3432
598	872	20	1	0xB	0x87	248505	0xC	60	linear	n/a	source_path,busy_poll	s2.sounddriver.asm:343-389,947-1012,2088-2138,2837-2860,3271-3432
599	872	20	1	0xC	0x38	248565	0xE	105	branch	not_taken	source_path,busy_poll	s2.sounddriver.asm:343-389,947-1012,2088-2138,2837-2860,3271-3432
600	872	20	1	0xE	0xC9	248670	0x30	150	return	target=0x30	source_path,busy_poll,call_return	s2.sounddriver.asm:343-389,947-1012,2088-2138,2837-2860,3271-3432
601	872	20	1	0x30	0x79	248820	0x31	60	linear	n/a	source_path,busy_poll	s2.sounddriver.asm:343-389,947-1012,2088-2138,2837-2860,3271-3432
602	872	20	1	0x31	0x32	248880	0x34	195	linear	n/a	source_path,busy_poll,ym_write	s2.sounddriver.asm:343-389,947-1012,2088-2138,2837-2860,3271-3432
603	872	21	1	0x34	0xF1	249075	0x35	150	linear	n/a	source_path	s2.sounddriver.asm:343-389,947-1012,2088-2138,2837-2860,3271-3432
604	872	21	1	0x35	0xC9	249225	0xE5F	150	return	target=0xE5F	source_path,call_return	s2.sounddriver.asm:343-389,947-1012,2088-2138,2837-2860,3271-3432
605	872	21	1	0xE5F	0xDD	249375	0xE62	285	linear	n/a	source_path	s2.sounddriver.asm:343-389,947-1012,2088-2138,2837-2860,3271-3432
606	872	21	1	0xE62	0xDD	249660	0xE65	285	linear	n/a	source_path	s2.sounddriver.asm:343-389,947-1012,2088-2138,2837-2860,3271-3432
607	872	21	1	0xE65	0x3E	249945	0xE67	105	linear	n/a	source_path	s2.sounddriver.asm:343-389,947-1012,2088-2138,2837-2860,3271-3432
608	872	21	1	0xE67	0xE6	250050	0xE69	105	linear	n/a	source_path	s2.sounddriver.asm:343-389,947-1012,2088-2138,2837-2860,3271-3432
609	872	21	1	0xE69	0xC6	250155	0xE6B	105	linear	n/a	source_path	s2.sounddriver.asm:343-389,947-1012,2088-2138,2837-2860,3271-3432
610	872	21	1	0xE6B	0x5F	250260	0xE6C	60	linear	n/a	source_path	s2.sounddriver.asm:343-389,947-1012,2088-2138,2837-2860,3271-3432
611	872	21	1	0xE6C	0x16	250320	0xE6E	105	linear	n/a	source_path	s2.sounddriver.asm:343-389,947-1012,2088-2138,2837-2860,3271-3432
612	872	21	1	0xE6E	0x1A	250425	0xE6F	105	linear	n/a	source_path	s2.sounddriver.asm:343-389,947-1012,2088-2138,2837-2860,3271-3432
613	872	21	1	0xE6F	0xDD	250530	0xE72	285	linear	n/a	source_path	s2.sounddriver.asm:343-389,947-1012,2088-2138,2837-2860,3271-3432
614	872	21	1	0xE72	0x5F	250815	0xE73	60	linear	n/a	source_path	s2.sounddriver.asm:343-389,947-1012,2088-2138,2837-2860,3271-3432
615	872	21	1	0xE73	0xDD	250875	0xE76	285	linear	n/a	source_path	s2.sounddriver.asm:343-389,947-1012,2088-2138,2837-2860,3271-3432
616	872	21	1	0xE76	0xF1	251160	0xE77	150	linear	n/a	source_path	s2.sounddriver.asm:343-389,947-1012,2088-2138,2837-2860,3271-3432
617	872	21	1	0xE77	0x06	251310	0xE79	105	linear	n/a	source_path	s2.sounddriver.asm:343-389,947-1012,2088-2138,2837-2860,3271-3432
618	872	21	1	0xE79	0x4E	251415	0xE7A	150	linear	n/a	source_path,bank_wait_3t	s2.sounddriver.asm:343-389,947-1012,2088-2138,2837-2860,3271-3432
619	872	21	1	0xE7A	0x23	251565	0xE7B	90	linear	n/a	source_path	s2.sounddriver.asm:343-389,947-1012,2088-2138,2837-2860,3271-3432
620	872	21	1	0xE7B	0xCB	251655	0xE7D	120	linear	n/a	source_path	s2.sounddriver.asm:343-389,947-1012,2088-2138,2837-2860,3271-3432
621	872	21	1	0xE7D	0x30	251775	0xE84	180	branch	taken	source_path	s2.sounddriver.asm:343-389,947-1012,2088-2138,2837-2860,3271-3432
622	872	21	1	0xE84	0xD7	251955	0x10	165	call	target=0x10	source_path,call_return	s2.sounddriver.asm:343-389,947-1012,2088-2138,2837-2860,3271-3432
623	872	21	1	0x10	0xDD	252120	0x14	300	linear	n/a	source_path,busy_poll	s2.sounddriver.asm:343-389,947-1012,2088-2138,2837-2860,3271-3432
624	872	21	1	0x14	0x28	252420	0x16	105	branch	not_taken	source_path,busy_poll	s2.sounddriver.asm:343-389,947-1012,2088-2138,2837-2860,3271-3432
625	872	21	1	0x16	0x18	252525	0x28	180	branch	target=0x28	source_path,busy_poll	s2.sounddriver.asm:343-389,947-1012,2088-2138,2837-2860,3271-3432
626	872	21	1	0x28	0xF5	252705	0x29	165	linear	n/a	source_path,busy_poll	s2.sounddriver.asm:343-389,947-1012,2088-2138,2837-2860,3271-3432
627	872	21	1	0x29	0xCF	252870	0x8	165	call	target=0x8	source_path,busy_poll,call_return	s2.sounddriver.asm:343-389,947-1012,2088-2138,2837-2860,3271-3432
628	872	21	1	0x8	0x3A	253035	0xB	195	linear	n/a	source_path,busy_poll	s2.sounddriver.asm:343-389,947-1012,2088-2138,2837-2860,3271-3432
629	872	21	1	0xB	0x87	253230	0xC	60	linear	n/a	source_path,busy_poll	s2.sounddriver.asm:343-389,947-1012,2088-2138,2837-2860,3271-3432
630	872	21	1	0xC	0x38	253290	0xE	105	branch	not_taken	source_path,busy_poll	s2.sounddriver.asm:343-389,947-1012,2088-2138,2837-2860,3271-3432
631	872	21	1	0xE	0xC9	253395	0x2A	150	return	target=0x2A	source_path,busy_poll,call_return	s2.sounddriver.asm:343-389,947-1012,2088-2138,2837-2860,3271-3432
632	872	21	1	0x2A	0xF1	253545	0x2B	150	linear	n/a	source_path,busy_poll	s2.sounddriver.asm:343-389,947-1012,2088-2138,2837-2860,3271-3432
633	872	21	1	0x2B	0x32	253695	0x2E	195	linear	n/a	source_path,busy_poll	s2.sounddriver.asm:343-389,947-1012,2088-2138,2837-2860,3271-3432
634	872	21	1	0x2E	0xF5	253890	0x2F	165	linear	n/a	source_path,busy_poll	s2.sounddriver.asm:343-389,947-1012,2088-2138,2837-2860,3271-3432
635	872	21	1	0x2F	0xCF	254055	0x8	165	call	target=0x8	source_path,busy_poll,call_return	s2.sounddriver.asm:343-389,947-1012,2088-2138,2837-2860,3271-3432
636	872	21	1	0x8	0x3A	254220	0xB	195	linear	n/a	source_path,busy_poll	s2.sounddriver.asm:343-389,947-1012,2088-2138,2837-2860,3271-3432
637	872	21	1	0xB	0x87	254415	0xC	60	linear	n/a	source_path,busy_poll	s2.sounddriver.asm:343-389,947-1012,2088-2138,2837-2860,3271-3432
638	872	21	1	0xC	0x38	254475	0xE	105	branch	not_taken	source_path,busy_poll	s2.sounddriver.asm:343-389,947-1012,2088-2138,2837-2860,3271-3432
639	872	21	1	0xE	0xC9	254580	0x30	150	return	target=0x30	source_path,busy_poll,call_return	s2.sounddriver.asm:343-389,947-1012,2088-2138,2837-2860,3271-3432
640	872	21	1	0x30	0x79	254730	0x31	60	linear	n/a	source_path,busy_poll	s2.sounddriver.asm:343-389,947-1012,2088-2138,2837-2860,3271-3432
641	872	21	1	0x31	0x32	254790	0x34	195	linear	n/a	source_path,busy_poll,ym_write	s2.sounddriver.asm:343-389,947-1012,2088-2138,2837-2860,3271-3432
642	872	22	1	0x34	0xF1	254985	0x35	150	linear	n/a	source_path	s2.sounddriver.asm:343-389,947-1012,2088-2138,2837-2860,3271-3432
643	872	22	1	0x35	0xC9	255135	0xE85	150	return	target=0xE85	source_path,call_return	s2.sounddriver.asm:343-389,947-1012,2088-2138,2837-2860,3271-3432
644	872	22	1	0xE85	0xC6	255285	0xE87	105	linear	n/a	source_path	s2.sounddriver.asm:343-389,947-1012,2088-2138,2837-2860,3271-3432
645	872	22	1	0xE87	0x10	255390	0xE79	195	branch	taken	source_path	s2.sounddriver.asm:343-389,947-1012,2088-2138,2837-2860,3271-3432
646	872	22	1	0xE79	0x4E	255585	0xE7A	150	linear	n/a	source_path,bank_wait_3t	s2.sounddriver.asm:343-389,947-1012,2088-2138,2837-2860,3271-3432
647	872	22	1	0xE7A	0x23	255735	0xE7B	90	linear	n/a	source_path	s2.sounddriver.asm:343-389,947-1012,2088-2138,2837-2860,3271-3432
648	872	22	1	0xE7B	0xCB	255825	0xE7D	120	linear	n/a	source_path	s2.sounddriver.asm:343-389,947-1012,2088-2138,2837-2860,3271-3432
649	872	22	1	0xE7D	0x30	255945	0xE84	180	branch	taken	source_path	s2.sounddriver.asm:343-389,947-1012,2088-2138,2837-2860,3271-3432
650	872	22	1	0xE84	0xD7	256125	0x10	165	call	target=0x10	source_path,call_return	s2.sounddriver.asm:343-389,947-1012,2088-2138,2837-2860,3271-3432
651	872	22	1	0x10	0xDD	256290	0x14	300	linear	n/a	source_path,busy_poll	s2.sounddriver.asm:343-389,947-1012,2088-2138,2837-2860,3271-3432
652	872	22	1	0x14	0x28	256590	0x16	105	branch	not_taken	source_path,busy_poll	s2.sounddriver.asm:343-389,947-1012,2088-2138,2837-2860,3271-3432
653	872	22	1	0x16	0x18	256695	0x28	180	branch	target=0x28	source_path,busy_poll	s2.sounddriver.asm:343-389,947-1012,2088-2138,2837-2860,3271-3432
654	872	22	1	0x28	0xF5	256875	0x29	165	linear	n/a	source_path,busy_poll	s2.sounddriver.asm:343-389,947-1012,2088-2138,2837-2860,3271-3432
655	872	22	1	0x29	0xCF	257040	0x8	165	call	target=0x8	source_path,busy_poll,call_return	s2.sounddriver.asm:343-389,947-1012,2088-2138,2837-2860,3271-3432
656	872	22	1	0x8	0x3A	257205	0xB	195	linear	n/a	source_path,busy_poll	s2.sounddriver.asm:343-389,947-1012,2088-2138,2837-2860,3271-3432
657	872	22	1	0xB	0x87	257400	0xC	60	linear	n/a	source_path,busy_poll	s2.sounddriver.asm:343-389,947-1012,2088-2138,2837-2860,3271-3432
658	872	22	1	0xC	0x38	257460	0xE	105	branch	not_taken	source_path,busy_poll	s2.sounddriver.asm:343-389,947-1012,2088-2138,2837-2860,3271-3432
659	872	22	1	0xE	0xC9	257565	0x2A	150	return	target=0x2A	source_path,busy_poll,call_return	s2.sounddriver.asm:343-389,947-1012,2088-2138,2837-2860,3271-3432
660	872	22	1	0x2A	0xF1	257715	0x2B	150	linear	n/a	source_path,busy_poll	s2.sounddriver.asm:343-389,947-1012,2088-2138,2837-2860,3271-3432
661	872	22	1	0x2B	0x32	257865	0x2E	195	linear	n/a	source_path,busy_poll	s2.sounddriver.asm:343-389,947-1012,2088-2138,2837-2860,3271-3432
662	872	22	1	0x2E	0xF5	258060	0x2F	165	linear	n/a	source_path,busy_poll	s2.sounddriver.asm:343-389,947-1012,2088-2138,2837-2860,3271-3432
663	872	22	1	0x2F	0xCF	258225	0x8	165	call	target=0x8	source_path,busy_poll,call_return	s2.sounddriver.asm:343-389,947-1012,2088-2138,2837-2860,3271-3432
664	872	22	1	0x8	0x3A	258390	0xB	195	linear	n/a	source_path,busy_poll	s2.sounddriver.asm:343-389,947-1012,2088-2138,2837-2860,3271-3432
665	872	22	1	0xB	0x87	258585	0xC	60	linear	n/a	source_path,busy_poll	s2.sounddriver.asm:343-389,947-1012,2088-2138,2837-2860,3271-3432
666	872	22	1	0xC	0x38	258645	0xE	105	branch	not_taken	source_path,busy_poll	s2.sounddriver.asm:343-389,947-1012,2088-2138,2837-2860,3271-3432
667	872	22	1	0xE	0xC9	258750	0x30	150	return	target=0x30	source_path,busy_poll,call_return	s2.sounddriver.asm:343-389,947-1012,2088-2138,2837-2860,3271-3432
668	872	22	1	0x30	0x79	258900	0x31	60	linear	n/a	source_path,busy_poll	s2.sounddriver.asm:343-389,947-1012,2088-2138,2837-2860,3271-3432
669	872	22	1	0x31	0x32	258960	0x34	195	linear	n/a	source_path,busy_poll,ym_write	s2.sounddriver.asm:343-389,947-1012,2088-2138,2837-2860,3271-3432
670	872	23	1	0x34	0xF1	259155	0x35	150	linear	n/a	source_path	s2.sounddriver.asm:343-389,947-1012,2088-2138,2837-2860,3271-3432
671	872	23	1	0x35	0xC9	259305	0xE85	150	return	target=0xE85	source_path,call_return	s2.sounddriver.asm:343-389,947-1012,2088-2138,2837-2860,3271-3432
672	872	23	1	0xE85	0xC6	259455	0xE87	105	linear	n/a	source_path	s2.sounddriver.asm:343-389,947-1012,2088-2138,2837-2860,3271-3432
673	872	23	1	0xE87	0x10	259560	0xE79	195	branch	taken	source_path	s2.sounddriver.asm:343-389,947-1012,2088-2138,2837-2860,3271-3432
674	872	23	1	0xE79	0x4E	259755	0xE7A	150	linear	n/a	source_path,bank_wait_3t	s2.sounddriver.asm:343-389,947-1012,2088-2138,2837-2860,3271-3432
675	872	23	1	0xE7A	0x23	259905	0xE7B	90	linear	n/a	source_path	s2.sounddriver.asm:343-389,947-1012,2088-2138,2837-2860,3271-3432
676	872	23	1	0xE7B	0xCB	259995	0xE7D	120	linear	n/a	source_path	s2.sounddriver.asm:343-389,947-1012,2088-2138,2837-2860,3271-3432
677	872	23	1	0xE7D	0x30	260115	0xE7F	105	branch	not_taken	source_path	s2.sounddriver.asm:343-389,947-1012,2088-2138,2837-2860,3271-3432
678	872	23	1	0xE7F	0xF5	260220	0xE80	165	linear	n/a	source_path	s2.sounddriver.asm:343-389,947-1012,2088-2138,2837-2860,3271-3432
679	872	23	1	0xE80	0x7A	260385	0xE81	60	linear	n/a	source_path	s2.sounddriver.asm:343-389,947-1012,2088-2138,2837-2860,3271-3432
680	872	23	1	0xE81	0x81	260445	0xE82	60	linear	n/a	source_path	s2.sounddriver.asm:343-389,947-1012,2088-2138,2837-2860,3271-3432
681	872	23	1	0xE82	0x4F	260505	0xE83	60	linear	n/a	source_path	s2.sounddriver.asm:343-389,947-1012,2088-2138,2837-2860,3271-3432
682	872	23	1	0xE83	0xF1	260565	0xE84	150	linear	n/a	source_path	s2.sounddriver.asm:343-389,947-1012,2088-2138,2837-2860,3271-3432
683	872	23	1	0xE84	0xD7	260715	0x10	165	call	target=0x10	source_path,call_return	s2.sounddriver.asm:343-389,947-1012,2088-2138,2837-2860,3271-3432
684	872	23	1	0x10	0xDD	260880	0x14	300	linear	n/a	source_path,busy_poll	s2.sounddriver.asm:343-389,947-1012,2088-2138,2837-2860,3271-3432
685	872	23	1	0x14	0x28	261180	0x16	105	branch	not_taken	source_path,busy_poll	s2.sounddriver.asm:343-389,947-1012,2088-2138,2837-2860,3271-3432
686	872	23	1	0x16	0x18	261285	0x28	180	branch	target=0x28	source_path,busy_poll	s2.sounddriver.asm:343-389,947-1012,2088-2138,2837-2860,3271-3432
687	872	23	1	0x28	0xF5	261465	0x29	165	linear	n/a	source_path,busy_poll	s2.sounddriver.asm:343-389,947-1012,2088-2138,2837-2860,3271-3432
688	872	23	1	0x29	0xCF	261630	0x8	165	call	target=0x8	source_path,busy_poll,call_return	s2.sounddriver.asm:343-389,947-1012,2088-2138,2837-2860,3271-3432
689	872	23	1	0x8	0x3A	261795	0xB	195	linear	n/a	source_path,busy_poll	s2.sounddriver.asm:343-389,947-1012,2088-2138,2837-2860,3271-3432
690	872	23	1	0xB	0x87	261990	0xC	60	linear	n/a	source_path,busy_poll	s2.sounddriver.asm:343-389,947-1012,2088-2138,2837-2860,3271-3432
691	872	23	1	0xC	0x38	262050	0xE	105	branch	not_taken	source_path,busy_poll	s2.sounddriver.asm:343-389,947-1012,2088-2138,2837-2860,3271-3432
692	872	23	1	0xE	0xC9	262155	0x2A	150	return	target=0x2A	source_path,busy_poll,call_return	s2.sounddriver.asm:343-389,947-1012,2088-2138,2837-2860,3271-3432
693	872	23	1	0x2A	0xF1	262305	0x2B	150	linear	n/a	source_path,busy_poll	s2.sounddriver.asm:343-389,947-1012,2088-2138,2837-2860,3271-3432
694	872	23	1	0x2B	0x32	262455	0x2E	195	linear	n/a	source_path,busy_poll	s2.sounddriver.asm:343-389,947-1012,2088-2138,2837-2860,3271-3432
695	872	23	1	0x2E	0xF5	262650	0x2F	165	linear	n/a	source_path,busy_poll	s2.sounddriver.asm:343-389,947-1012,2088-2138,2837-2860,3271-3432
